id,date,start_time,away_team,home_team,v1_away,v1_home,v2_away,v2_home,v5_away,v5_home,v6_away,v6_home,v6_pre_away,v6_pre_home,v8_winner,v8_confidence,v8_pre_away,,sl_away_pred,sl_home_pred,away_result,home_result,moneyline_favorite_team,total_line,runline_favorite_team,runline_value,v1_success,v1_runline_success,v1_over_under_success,v1_away_diff,v1_home_diff,v2_success,v2_runline_success,v2_over_under_success,v2_away_diff,v2_home_diff,v5_home_success,v5_runline_success,v5_over_under_success,v5_away_diff,v5_home_diff,v6_home_success,v6_runline_success,v6_over_under_success,v6_away_diff,v6_home_diff,v6_pre_home_success,v6_pre_runline_success,v6_pre_over_under_success,v6_pre_away_diff,v6_pre_home_diff,sl_success,sl_runline_success,sl_over_under_success,sl_away_diff,sl_home_diff,v1_sl_same,v1_sl_success,v5_sl_same,v5_sl_success,v6_sl_same,v6_sl_success,v8_success,v8_pre_success
13,20250621,2025-06-22T01:38:00Z,HOU,LAA,3.93,3.75,5.2,6.19,5.11,4.24,4.08,6.06,,,LAA,99.00,,,4.5,4.3,1,9,LAA,8.5,HOU,-1.5,FALSE,TRUE,FALSE,-2.93,5.25,TRUE,TRUE,TRUE,-4.2,2.81,FALSE,TRUE,TRUE,-4.11,4.76,TRUE,TRUE,TRUE,-3.08,2.94,,,,,,FALSE,TRUE,TRUE,-3.5,4.7,TRUE,FALSE,TRUE,FALSE,,,TRUE,
14,20250621,2025-06-22T02:05:00Z,CLE,ATH,3.81,3.84,4.95,4.62,5.67,5.44,4.97,2.79,,,CLE,77.70,,,4.8,4.7,4,2,CLE,9.5,CLE,-1.5,FALSE,FALSE,TRUE,0.19,-1.84,TRUE,FALSE,FALSE,-0.95,-2.62,TRUE,FALSE,FALSE,-1.67,-3.44,TRUE,TRUE,TRUE,-0.97,-0.79,,,,,,TRUE,FALSE,FALSE,-0.8,-2.7,,,TRUE,TRUE,TRUE,TRUE,TRUE,
15,20250621,2025-06-22T02:10:00Z,WSN,LAD,3.82,3.83,3.86,5.26,3.4,5.22,3.88,3.41,,,LAD,98.40,,,4.5,5.3,7,3,LAD,9.5,LAD,-2.5,FALSE,TRUE,FALSE,3.18,-0.83,FALSE,TRUE,FALSE,3.14,-2.26,FALSE,TRUE,FALSE,3.6,-2.22,TRUE,TRUE,FALSE,3.12,-0.41,,,,,,FALSE,TRUE,TRUE,2.5,-2.3,,,TRUE,FALSE,,,FALSE,
16,20250622,2025-06-22T15:35:00Z,BAL,NYY,3.76,3.8,4.67,4.48,4.63,6.49,4.76,2.33,,,NYY,91.40,,,4.7,5,2,4,NYY,10.5,NYY,-1.5,TRUE,FALSE,TRUE,-1.76,0.2,FALSE,FALSE,TRUE,-2.67,-0.48,TRUE,TRUE,FALSE,-2.63,-2.49,FALSE,FALSE,TRUE,-2.76,1.67,,,,,,TRUE,FALSE,TRUE,-2.7,-1,,,TRUE,TRUE,,,TRUE,
17,20250622,2025-06-22T16:10:00Z,DET,TBR,3.87,3.75,5.31,3.05,4.95,6.97,3.79,3.89,,,DET,57.40,,,4.3,4.7,9,3,DET,8.5,DET,-1.5,TRUE,FALSE,FALSE,5.13,-0.75,TRUE,TRUE,FALSE,3.69,-0.05,FALSE,FALSE,TRUE,4.05,-3.97,FALSE,FALSE,FALSE,5.21,-0.89,,,,,,FALSE,FALSE,TRUE,4.7,-1.7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
18,20250622,2025-06-22T17:35:00Z,TEX,PIT,3.92,3.94,3.42,4.8,3.81,3.33,1.97,3.6,,,PIT,99.20,,,4.2,4,3,8,PIT,9.5,TEX,-1.5,TRUE,TRUE,FALSE,-0.92,4.06,TRUE,TRUE,FALSE,-0.42,3.2,FALSE,TRUE,FALSE,-0.81,4.67,TRUE,TRUE,FALSE,1.03,4.4,,,,,,FALSE,TRUE,FALSE,-1.2,4,,,TRUE,FALSE,,,TRUE,
19,20250622,2025-06-22T17:37:00Z,CHW,TOR,3.76,3.67,4,3.41,4.06,4.83,2.67,2.39,,,TOR,99.70,,,4.1,4.9,4,2,TOR,8.5,TOR,-1.5,TRUE,TRUE,TRUE,0.24,-1.67,TRUE,TRUE,TRUE,0,-1.41,FALSE,TRUE,FALSE,-0.06,-2.83,TRUE,TRUE,TRUE,1.33,-0.39,,,,,,FALSE,TRUE,FALSE,-0.1,-2.9,TRUE,FALSE,TRUE,FALSE,,,FALSE,
20,20250622,2025-06-22T17:40:00Z,ATL,MIA,3.97,3.72,5.55,3.54,7.12,3.75,4.11,4.43,,,ATL,79.70,,,5.2,4.1,3,5,ATL,8.5,ATL,-1.5,FALSE,TRUE,TRUE,-0.97,1.28,FALSE,FALSE,FALSE,-2.55,1.46,FALSE,FALSE,FALSE,-4.12,1.25,TRUE,TRUE,FALSE,-1.11,0.57,,,,,,FALSE,TRUE,FALSE,-2.2,0.9,TRUE,FALSE,TRUE,FALSE,,,FALSE,
21,20250622,2025-06-22T18:10:00Z,MIL,MIN,3.43,3.7,2.51,3.55,5.62,4.67,4.62,2.6,,,MIN,84.00,,,4.9,4.6,9,8,MIN,9.5,MIN,-1.5,FALSE,TRUE,FALSE,5.57,4.3,FALSE,TRUE,FALSE,6.49,4.45,TRUE,TRUE,TRUE,3.38,3.33,TRUE,TRUE,FALSE,4.38,5.4,,,,,,TRUE,TRUE,FALSE,4.1,3.4,,,TRUE,TRUE,TRUE,TRUE,FALSE,
22,20250622,2025-06-22T18:15:00Z,CIN,STL,4.13,3.57,6.25,2.74,4.81,4.69,4.1,2.47,,,CIN,91.70,,,5,4.8,4,1,CIN,9.5,CIN,-1.5,TRUE,FALSE,TRUE,-0.13,-2.57,TRUE,TRUE,TRUE,-2.25,-1.74,TRUE,FALSE,FALSE,-0.81,-3.69,TRUE,TRUE,TRUE,-0.1,-1.47,,,,,,TRUE,FALSE,FALSE,-1,-3.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
23,20250622,2025-06-22T18:20:00Z,SEA,CHC,3.98,3.51,5.83,3.27,6.17,5.15,6.55,4.08,,,SEA,99.40,,,4.3,4.5,14,6,SEA,11.5,SEA,-1.5,TRUE,FALSE,FALSE,10.02,2.49,TRUE,TRUE,FALSE,8.17,2.73,TRUE,FALSE,FALSE,7.83,0.85,TRUE,TRUE,FALSE,7.45,1.92,,,,,,FALSE,FALSE,FALSE,9.7,1.5,TRUE,FALSE,,,,,TRUE,
24,20250622,2025-06-22T19:10:00Z,ARI,COL,4.21,3.96,6.04,6.91,4.96,4.75,5.86,4.1,,,COL,69.20,,,6.8,5.1,2,4,ARI,-12.5,ARI,-1.5,FALSE,TRUE,TRUE,-2.21,0.04,TRUE,TRUE,TRUE,-4.04,-2.91,FALSE,TRUE,TRUE,-2.96,-0.75,FALSE,FALSE,TRUE,-3.86,-0.1,,,,,,FALSE,FALSE,TRUE,-4.8,-1.1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
25,20250622,2025-06-22T20:05:00Z,BOS,SFG,3.91,3.86,2.71,4.56,7.11,4.82,1.87,4.44,,,SFG,95.80,,,4.4,4.5,5,9,SFG,7.5,SFG,-1.5,FALSE,FALSE,TRUE,1.09,5.14,TRUE,TRUE,FALSE,2.29,4.44,FALSE,FALSE,TRUE,-2.11,4.18,TRUE,TRUE,FALSE,3.13,4.56,,,,,,TRUE,FALSE,TRUE,0.6,4.5,TRUE,TRUE,,,TRUE,TRUE,TRUE,
26,20250622,2025-06-22T20:05:00Z,CLE,ATH,4.11,3.81,6.2,4.83,3.05,4.71,4.83,1.94,,,CLE,74.60,,,4.7,4.8,3,0,CLE,9.5,CLE,-1.5,TRUE,FALSE,TRUE,-1.11,-3.81,TRUE,FALSE,FALSE,-3.2,-4.83,FALSE,FALSE,TRUE,-0.05,-4.71,TRUE,TRUE,TRUE,-1.83,-1.94,,,,,,FALSE,FALSE,FALSE,-1.7,-4.8,TRUE,FALSE,TRUE,FALSE,,,TRUE,
27,20250622,2025-06-22T20:07:00Z,HOU,LAA,3.98,3.82,4.53,4.08,5,3.52,4.82,4.66,,,HOU,99.10,,,4.7,4,8,7,HOU,8.5,HOU,-1.5,TRUE,TRUE,FALSE,4.02,3.18,TRUE,TRUE,TRUE,3.47,2.92,TRUE,TRUE,TRUE,3,3.48,TRUE,TRUE,TRUE,3.18,2.34,,,,,,TRUE,TRUE,TRUE,3.3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
28,20250622,2025-06-22T20:10:00Z,KCR,SDP,4,3.75,3.61,3.1,3.74,5.01,2.22,3.36,,,SDP,83.70,,,3.8,4.2,2,3,SDP,8.5,KCR,-1.5,FALSE,TRUE,TRUE,-2,-0.75,FALSE,TRUE,TRUE,-1.61,-0.1,TRUE,TRUE,FALSE,-1.74,-2.01,TRUE,TRUE,TRUE,-0.22,-0.36,,,,,,TRUE,TRUE,TRUE,-1.8,-1.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
29,20250622,2025-06-22T20:10:00Z,WSN,LAD,4.03,3.94,6.35,6.13,4.91,6.38,4.8,8.41,,,LAD,79.40,,,4.4,5.4,7,13,LAD,9.5,LAD,-1.5,FALSE,FALSE,FALSE,2.97,9.06,FALSE,FALSE,TRUE,0.65,6.87,TRUE,FALSE,TRUE,2.09,6.62,TRUE,TRUE,TRUE,2.2,4.59,,,,,,TRUE,FALSE,TRUE,2.6,7.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
30,20250622,2025-06-22T23:10:00Z,NYM,PHI,3.85,3.73,5.26,4.15,4.93,2.19,4.36,2.67,,,PHI,83.40,,,4.5,4.8,1,7,PHI,8.5,NYM,-1.5,FALSE,TRUE,TRUE,-2.85,3.27,FALSE,TRUE,FALSE,-4.26,2.85,FALSE,FALSE,TRUE,-3.93,4.81,FALSE,FALSE,TRUE,-3.36,4.33,,,,,,TRUE,TRUE,FALSE,-3.5,2.2,TRUE,TRUE,,,,,TRUE,
31,20250623,2025-06-23T22:35:00Z,TEX,BAL,3.5,3.77,309,5.38,3.99,4.44,1.29,5.79,,,BAL,93.40,,,4.4,4.2,0,6,BAL,9.5,BAL,-1.5,TRUE,FALSE,TRUE,-3.5,2.23,FALSE,FALSE,FALSE,-309,0.62,TRUE,FALSE,TRUE,-3.99,1.56,TRUE,TRUE,TRUE,-1.29,0.21,,,,,,FALSE,FALSE,TRUE,-4.4,1.8,,,,,,,TRUE,
32,20250623,2025-06-23T23:10:00Z,ATL,NYM,4.26,3.62,5.49,4.16,5.04,5.31,4.73,2.76,,,NYM,99.10,,,4.9,4.6,3,2,ATL,8.5,ATL,-1.5,TRUE,TRUE,TRUE,-1.26,-1.62,TRUE,TRUE,FALSE,-2.49,-2.16,FALSE,TRUE,FALSE,-2.04,-3.31,TRUE,FALSE,TRUE,-1.73,-0.76,,,,,,TRUE,TRUE,FALSE,-1.9,-2.6,TRUE,TRUE,,,TRUE,TRUE,FALSE,
33,20250623,2025-06-23T23:10:00Z,NYY,CIN,3.82,3.91,4.28,6.04,7.21,5.87,3.52,4.41,,,CIN,77.40,,,5.9,4.8,1,6,NYY,10.5,NYY,-1.5,TRUE,TRUE,TRUE,-2.82,2.09,TRUE,TRUE,TRUE,-3.28,-0.04,FALSE,TRUE,FALSE,-6.21,0.13,TRUE,TRUE,TRUE,-2.52,1.59,,,,,,FALSE,TRUE,FALSE,-4.9,1.2,,,TRUE,FALSE,,,TRUE,
34,20250623,2025-06-23T23:40:00Z,ARI,CHW,3.9,3.94,4.68,6.12,5.59,4.35,5.76,5.99,,,ARI,93.00,,,5.7,4.8,10,0,ARI,9.5,ARI,-1.5,FALSE,FALSE,FALSE,6.1,-3.94,FALSE,FALSE,TRUE,5.32,-6.12,TRUE,FALSE,TRUE,4.41,-4.35,FALSE,FALSE,TRUE,4.24,-5.99,,,,,,TRUE,FALSE,TRUE,4.3,-4.8,,,TRUE,TRUE,,,TRUE,
35,20250623,2025-06-23T23:40:00Z,PIT,MIL,3.82,3.67,3.42,4.47,4.11,4.88,2.98,5.69,,,MIL,99.90,,,3.2,4.4,5,4,MIL,8.5,MIL,-1.5,TRUE,TRUE,FALSE,1.18,0.33,FALSE,TRUE,FALSE,1.58,-0.47,FALSE,TRUE,TRUE,0.89,-0.88,FALSE,FALSE,TRUE,2.02,-1.69,,,,,,FALSE,TRUE,FALSE,1.8,-0.4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
36,20250623,2025-06-23T23:40:00Z,SEA,MIN,4.15,3.62,6.13,3.39,5.93,5.06,6.71,4.2,,,MIN,69.70,,,5.1,4.3,11,2,SEA,8.5,SEA,-1.5,TRUE,FALSE,FALSE,6.85,-1.62,TRUE,TRUE,TRUE,4.87,-1.39,TRUE,FALSE,TRUE,5.07,-3.06,TRUE,TRUE,TRUE,4.29,-2.2,,,,,,TRUE,FALSE,TRUE,5.9,-2.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,
37,20250623,2025-06-23T23:45:00Z,CHC,STL,3.93,3.84,6.14,5.5,5.48,5.58,3.49,6.21,,,STL,99.20,,,5.3,4.6,2,8,CHC,8.5,CHC,-1.5,FALSE,TRUE,FALSE,-1.93,4.16,FALSE,TRUE,TRUE,-4.14,2.5,TRUE,TRUE,TRUE,-3.48,2.42,TRUE,TRUE,TRUE,-1.49,1.79,,,,,,FALSE,TRUE,TRUE,-3.3,3.4,TRUE,FALSE,,,,,TRUE,
38,20250623,2025-06-24T01:38:00Z,BOS,LAA,4.03,3.95,5.11,5.46,4,4.54,3.81,3.41,,,LAA,88.20,,,4.9,4.5,5,9,BOS,8.5,BOS,-1.5,FALSE,TRUE,FALSE,0.97,5.05,TRUE,TRUE,TRUE,-0.11,3.54,TRUE,TRUE,TRUE,1,4.46,FALSE,TRUE,FALSE,1.19,5.59,,,,,,FALSE,TRUE,TRUE,0.1,4.5,TRUE,FALSE,,,TRUE,FALSE,TRUE,
39,20250623,2025-06-24T01:40:00Z,WSN,SDP,3.85,3.96,3.82,4.99,4.15,5.16,4.17,3.25,,,SDP,93.00,,,4,4.1,10,6,SDP,8.5,SDP,-1.5,FALSE,TRUE,FALSE,6.15,2.04,FALSE,TRUE,TRUE,6.18,1.01,FALSE,TRUE,TRUE,5.85,0.84,TRUE,TRUE,FALSE,5.83,2.75,,,,,,FALSE,TRUE,FALSE,6,1.9,,,TRUE,FALSE,,,FALSE,
40,20250624,2025-06-24T22:35:00Z,TEX,BAL,3.93,3.75,4.53,3.44,3.68,5.81,5.47,3.42,,,BAL,83.70,,,4.6,4.7,6,5,BAL,9.5,BAL,-1.5,TRUE,TRUE,FALSE,2.07,1.25,TRUE,TRUE,FALSE,1.47,1.56,FALSE,FALSE,FALSE,2.32,-0.81,TRUE,TRUE,FALSE,0.53,1.58,,,,,,FALSE,TRUE,FALSE,1.4,0.3,TRUE,FALSE,TRUE,FALSE,,,FALSE,
41,20250624,2025-06-24T22:40:00Z,ATH,DET,3.63,3.98,2.76,6.31,5.45,4.94,3.51,4.71,,,DET,98.60,,,3.8,5.3,4,11,DET,7.5,DET,-2.5,TRUE,FALSE,TRUE,0.37,7.02,TRUE,TRUE,TRUE,1.24,4.69,FALSE,FALSE,TRUE,-1.45,6.06,TRUE,FALSE,TRUE,0.49,6.29,,,,,,TRUE,FALSE,TRUE,0.2,5.7,,,,,TRUE,TRUE,TRUE,
42,20250624,2025-06-24T22:40:00Z,TOR,CLE,4.1,3.58,4.44,3.17,4.94,4.12,4.94,5.02,,,TOR,97.90,,,4.4,4.2,10,6,TOR,8.5,TOR,-1.5,TRUE,FALSE,FALSE,5.9,2.42,TRUE,FALSE,FALSE,5.56,2.83,TRUE,FALSE,TRUE,5.06,1.88,FALSE,FALSE,TRUE,5.06,0.98,,,,,,TRUE,FALSE,TRUE,5.6,1.8,TRUE,TRUE,TRUE,TRUE,,,TRUE,
43,20250624,2025-06-24T23:10:00Z,ATL,NYM,3.86,3.71,3.72,4.44,7.34,5.23,6.68,3.43,,,ATL,97.70,,,4.8,4.6,7,4,ATL,8.5,ATL,-1.5,TRUE,FALSE,FALSE,3.14,0.29,FALSE,FALSE,FALSE,3.28,-0.44,TRUE,TRUE,TRUE,-0.34,-1.23,TRUE,TRUE,TRUE,0.32,0.57,,,,,,TRUE,FALSE,TRUE,2.2,-0.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
44,20250624,2025-06-24T23:10:00Z,NYY,CIN,3.76,3.61,4.25,3.72,5.89,4.51,10.05,2.45,,,NYY,99.80,,,5.9,4.3,4,5,NYY,9.5,NYY,-1.5,FALSE,TRUE,TRUE,0.24,1.39,FALSE,TRUE,TRUE,-0.25,1.28,FALSE,TRUE,FALSE,-1.89,0.49,FALSE,FALSE,FALSE,-6.05,2.55,,,,,,FALSE,FALSE,FALSE,-1.9,0.7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
45,20250624,2025-06-24T23:40:00Z,ARI,CHW,3.9,3.73,4.14,3.76,3.87,4.06,5.09,2.69,,,ARI,90.90,,,6.6,4.6,4,1,ARI,8.5,ARI,-1.5,TRUE,FALSE,TRUE,0.1,-2.73,TRUE,FALSE,TRUE,-0.14,-2.76,FALSE,FALSE,TRUE,0.13,-3.06,TRUE,TRUE,TRUE,-1.09,-1.69,,,,,,TRUE,TRUE,FALSE,-2.6,-3.6,TRUE,TRUE,,,TRUE,TRUE,TRUE,
46,20250624,2025-06-24T23:40:00Z,PIT,MIL,3.83,3.98,2.81,5.88,3.59,5.08,2.43,4.72,,,MIL,99.70,,,3.1,4.3,3,9,MIL,7.5,MIL,-1.5,TRUE,FALSE,TRUE,-0.83,5.02,TRUE,TRUE,TRUE,0.19,3.12,TRUE,FALSE,TRUE,-0.59,3.92,TRUE,TRUE,FALSE,0.57,4.28,,,,,,TRUE,FALSE,FALSE,-0.1,4.7,,,TRUE,TRUE,TRUE,TRUE,TRUE,
47,20250624,2025-06-24T23:40:00Z,SEA,MIN,4.01,3.8,4.21,3.71,5.42,4.56,3.05,3.12,,,MIN,92.30,,,5.4,4.6,6,5,SEA,8.5,SEA,-1.5,TRUE,TRUE,FALSE,1.99,1.2,TRUE,TRUE,FALSE,1.79,1.29,TRUE,TRUE,TRUE,0.58,0.44,FALSE,TRUE,FALSE,2.95,1.88,,,,,,TRUE,TRUE,TRUE,0.6,0.4,TRUE,TRUE,TRUE,TRUE,,,FALSE,
48,20250624,2025-06-24T23:40:00Z,TBR,KCR,3.79,3.75,3.9,4.37,5.7,3.97,4.09,3.03,,,TBR,94.80,,,4.1,3.6,5,1,KCR,8.5,KCR,-1.5,TRUE,TRUE,TRUE,1.21,-2.75,FALSE,TRUE,TRUE,1.1,-3.37,TRUE,TRUE,FALSE,-0.7,-2.97,TRUE,TRUE,TRUE,0.91,-2.03,,,,,,TRUE,TRUE,TRUE,0.9,-2.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
49,20250624,2025-06-24T23:45:00Z,CHC,STL,3.86,3.78,4.76,4.16,4.94,5.26,6.37,3.64,,,STL,91.10,,,5.5,4.6,7,8,CHC,8.5,CHC,-1.5,FALSE,TRUE,FALSE,3.14,4.22,FALSE,TRUE,TRUE,2.24,3.84,TRUE,TRUE,TRUE,2.06,2.74,FALSE,FALSE,TRUE,0.63,4.36,,,,,,FALSE,TRUE,TRUE,1.5,3.4,TRUE,FALSE,,,TRUE,FALSE,TRUE,
50,20250624,2025-06-25T00:10:00Z,PHI,HOU,3.75,3.59,2.97,2.79,3.19,4.69,1.87,1.38,,,HOU,99.90,,,4.4,4.5,0,1,HOU,7.5,HOU,-1.5,FALSE,TRUE,TRUE,-3.75,-2.59,FALSE,TRUE,TRUE,-2.97,-1.79,TRUE,TRUE,FALSE,-3.19,-3.69,FALSE,TRUE,TRUE,-1.87,-0.38,,,,,,TRUE,TRUE,FALSE,-4.4,-3.5,TRUE,TRUE,TRUE,TRUE,,,TRUE,
51,20250624,2025-06-25T00:40:00Z,LAD,COL,4.08,3.75,6.32,4.5,5.41,4.5,9.94,2.29,,,LAD,99.50,,,6.9,4.9,9,7,LAD,11.5,LAD,-2.5,TRUE,TRUE,FALSE,4.92,3.25,TRUE,TRUE,FALSE,2.68,2.5,TRUE,TRUE,FALSE,3.59,2.5,TRUE,FALSE,TRUE,-0.94,4.71,,,,,,TRUE,TRUE,TRUE,2.1,2.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
