id,date,start_time,away_team,home_team,sl_away_pred,sl_home_pred,gdo_away_pred,gdo_home_pred,gdo_v4_favorite,gdo_v4_confidence,away_result,home_result,moneyline_favorite_team,total_line,runline_favorite_team,runline_value,underdog_runline_odds,favorite_runline_odds,over_total_line_odds,under_total_line_odds,underdog_moneyline_odds,favorite_moneyline_odds
30215,20260106,17:00,SJU,BUT,78,76,80,71,SJU,79.5,84,70,SJU,163.5,SJU,-4.5,-108,-112,-112,-108,164,-198
30216,20260106,17:00,MICH,PSU,88,72,84,70,MICH,74.0,74,72,MICH,165.6,MICH,-20.5,-115,-105,-108,-112,2050,-6250
30217,20260106,17:00,UGA,FLA,80,85,73,91,FLA,96.7,77,92,FLA,174.5,FLA,-9.5,-108,-112,-115,-105,340,-440
30218,20260106,17:00,CIN,WVU,66,72,63,65,WVU,57.0,60,62,WVU,132.5,WVU,-2.5,-110,-110,-110,-110,124,-148
30219,20260106,17:00,SYR,GT,68,75,77,76,SYR,61.6,82,72,SYR,147.5,SYR,-3.5,-112,-108,-112,-108,145,-175
30220,20260106,17:00,WMU,M-OH,71,88,73,87,M-OH,90.7,76,87,M-OH,160.5,M-OH,-13.5,-105,-115,-110,-110,700,-1100
30221,20260106,17:00,EMU,BALL,69,72,70,68,EMU,53.1,74,52,BALL,135.5,BALL,-1.5,-115,-105,-108,-112,-105,-115
30222,20260106,17:00,BGSU,KENT,73,81,74,79,KENT,79.3,93,96,KENT,155.5,KENT,-2.5,-110,-110,-112,-108,124,-148
30223,20260106,17:00,CMU,AKR,69,92,71,92,AKR,92.4,69,82,AKR,164.5,AKR,-23.5,-110,-110,-110,-110,2000,-6500
30224,20260106,18:00,GTWN,DPAUL,73,77,68,70,DPAUL,51.5,50,56,DPAUL,146.5,DPAUL,-2.5,-105,-115,-108,-112,124,-148
30225,20260106,18:00,IOWA,MINN,77,67,71,67,MINN,62.6,67,70,IOWA,129.5,IOWA,-5.5,-108,-112,-110,-110,215,-265
30226,20260106,18:00,UCF,OKST,85,83,84,83,OKST,60.0,76,87,OKST,173.5,OKST,-3.5,-108,-112,-110,-110,145,-175
30227,20260106,18:00,GW,DAY,73,80,72,76,DAY,67.7,72,79,DAY,152.5,DAY,-3.5,-115,-105,-112,-108,136,-162
30228,20260106,18:00,TOL,NIU,81,72,78,74,TOL,80.0,75,61,TOL,158.5,TOL,-7.5,-108,-112,-115,-105,270,-340
30229,20260106,18:30,Linden,SIUE,65,75,67,74,SIUE,74.4,62,66,SIUE,143.5,SIUE,-1.5,-122,102,-110,-110,-108,-112
30230,20260106,19:00,UCLA,WIS,74,81,69,77,WIS,64.9,72,80,WIS,152.5,WIS,-3.5,-108,-112,-112,-108,150,-180
30231,20260106,19:00,NCST,BC,78,69,75,70,NCST,54.9,79,71,NCST,142.5,NCST,-12.5,-105,-115,-112,-108,625,-950
30232,20260106,19:00,USU,AFA,83,60,84,64,USU,99.9,99,62,USU,137.5,USU,-21.5,-108,-112,-110,-110,1800,-5000
30233,20260106,19:00,TAMU,AUB,76,88,76,81,AUB,68.3,90,88,AUB,168.5,AUB,-7.5,-115,-105,-108,-112,260,-325
30234,20260106,19:00,UNM,CSU,73,80,78,71,UNM,64.9,80,70,UNM,141.5,UNM,-1.5,-112,-108,-112,-108,102,-122
30235,20260106,19:00,TTU,HOU,71,80,66,75,HOU,67.7,65,69,HOU,143.5,HOU,-5.5,-102,-118,-105,-115,210,-258
30236,20260106,19:00,TCU,KU,64,79,69,81,KU,86.0,100,104,KU,143.5,KU,-7.5,100,-120,-108,-112,296,-375
30237,20260106,19:00,TEX,TENN,72,81,71,78,TENN,88.8,71,85,TENN,154.5,TENN,-10.5,-108,-112,-110,-110,455,-625
30238,20260106,20:00,FRES,SJSU,70,78,72,71,FRES,59.4,70,55,SJSU,146.5,SJSU,-1.5,-115,-105,-112,-108,-102,-118
30239,20260106,20:00,UNLV,WYO,71,79,72,69,WYO,65.5,66,98,WYO,154.5,WYO,-3.5,-105,-115,-115,-105,154,-185
30240,20260106,21:00,SDSU,NEV,73,74,72,67,SDSU,57.1,73,68,NEV,142.5,NEV,-1.5,105,-115,-110,-110,110,-130
30241,20260107,15:00,FUR,CHAT,76,78,74,71,FUR,64.9,78,67,FUR,146.5,FUR,-2.5,-115,-105,-115,-105,120,-142
30242,20260107,16:00,LUMD,ARMY,71,78,72,76,ARMY,62.6,84,76,ARMY,147.5,ARMY,-3.5,-112,-108,-112,-108,136,-162
30243,20260107,16:00,UNCG,WOF,71,81,72,82,WOF,70.5,85,97,WOF,151.5,WOF,-6.5,-108,-112,-115,-105,230,-285
30244,20260107,16:00,HC,LEH,69,74,68,75,LEH,65.5,58,66,LEH,137.5,LEH,-1.5,-105,-115,-105,-115,110,-130
30245,20260107,16:30,IND,UMD,80,71,74,69,IND,72.1,84,66,IND,147.5,IND,-7.5,-105,-115,-110,-110,280,-355
30246,20260107,16:30,LONG,UNCA,73,81,70,75,UNCA,67.9,61,72,UNCA,148.5,UNCA,-3.5,-115,-105,-115,-105,136,-162
30247,20260107,16:30,CHSO,WINT,77,83,76,81,WINT,70.3,77,81,WINT,165.6,WINT,-6.5,-105,-115,-110,-110,260,-325
30248,20260107,17:00,MOST,KSW,72,74,72,77,KSW,67.5,80,90,KSW,152.5,KSW,-6.5,-115,-105,-108,-112,200,-245
30249,20260107,17:00,XAV,MARQ,74,77,77,82,MARQ,54.8,65,66,MARQ,158.5,MARQ,-4.5,-115,-105,-110,-110,154,-185
30250,20260107,17:00,STLOU,VCU,79,84,78,79,STLOU,53.0,71,62,VCU,171.5,VCU,-3.5,-115,-105,-110,-110,136,-162
30251,20260107,17:00,CONN,PROV,81,74,80,76,CONN,69.5,103,98,CONN,152.5,CONN,-10.5,-108,-112,-105,-115,455,-600
30252,20260107,17:00,MIZZ,UK,77,85,69,77,UK,71.2,73,68,UK,151.5,UK,-12.5,-108,-112,-108,-112,650,-1000
30253,20260107,17:00,FIU,JVST,69,74,72,76,JVST,81.9,64,71,JVST,147.5,JVST,-1.5,-115,-105,-115,-105,-105,-115
30254,20260107,17:00,BELM,UNI,72,76,67,66,BELM,50.6,78,65,UNI,136.5,UNI,-2.5,-102,-118,-105,-115,136,-162
30255,20260107,17:00,AMER,COLG,71,79,72,73,AMER,58.0,62,64,COLG,147.5,COLG,-4.5,-110,-110,-112,-108,170,-205
30256,20260107,17:00,RICH,STBON,73,78,73,76,STBON,57.4,89,80,STBON,150.5,STBON,-6.5,-110,-110,-112,-108,215,-265
30257,20260107,17:00,LASAL,URI,65,77,63,71,URI,73.3,79,72,URI,132.5,URI,-10.5,-110,-110,-105,-115,455,-625
30258,20260107,17:00,GMU,FOR,72,68,72,63,GMU,71.5,67,58,GMU,132.5,GMU,-4.5,-118,-102,-105,-115,170,-205
30259,20260107,17:00,DUQ,SJPA,72,76,73,78,SJPA,83.1,90,97,DUQ,150.5,DUQ,-2.5,-105,-115,-108,-112,130,-155
30260,20260107,17:00,ECU,TEM,66,79,66,74,TEM,78.6,67,75,TEM,145.5,TEM,-7.5,-112,-108,-115,-105,295,-375
30261,20260107,17:00,BU,LAF,72,73,74,69,LAF,60.7,83,67,LAF,142.5,LAF,-1.5,-110,-110,-108,-112,-105,-115
30262,20260107,17:00,PRES,RADF,69,76,74,82,RADF,76.6,61,80,RADF,148.5,RADF,-7.5,-115,-105,-110,-110,250,-310
30263,20260107,17:00,WEBB,HP,,,68,100,HP,100.0,49,104,HP,163.5,HP,-27.5,-115,-105,-108,-112,2800,-10000
30264,20260107,17:00,MIA,WAKE,80,79,75,79,WAKE,58.2,81,77,WAKE,155.5,WAKE,-1.5,-118,-102,-105,-115,-108,-112
30265,20260107,17:00,STAN,VT,72,80,71,74,VT,59.8,69,68,VT,148.5,VT,-4.5,-108,-112,-112,-108,170,-205
30266,20260107,17:00,BUCK,NAVY,64,74,58,72,NAVY,68.3,55,76,NAVY,136.5,NAVY,-7.5,-118,-102,-110,-110,260,-325
30267,20260107,17:00,WCU,SAM,70,82,73,80,SAM,77.5,77,82,SAM,152.5,SAM,-7.5,-118,-102,-110,-110,260,-325
30268,20260107,17:00,CIT,MER,66,81,69,84,MER,98.3,63,101,MER,147.5,MER,-15.5,-108,-112,-108,-112,950,-1650
30269,20260107,17:00,VMI,ETNST,65,83,62,79,ETNST,95.3,67,81,ETNST,146.5,ETNST,-16.5,-108,-112,-108,-112,1000,-1800
30270,20260107,17:00,MRSH,JMU,75,82,77,74,JMU,57.4,66,64,JMU,156.5,JMU,-2.5,-105,-115,-105,-115,124,-148
30271,20260107,17:00,OKLA,MSST,81,80,74,76,MSST,73.7,53,72,MSST,158.5,MSST,-1.5,-118,-102,-112,-108,-102,-118
30272,20260107,17:15,PFW,YSU,74,80,73,76,YSU,68.7,71,69,YSU,144.5,YSU,-5.5,-118,-102,-110,-110,190,-230
30273,20260107,17:30,RICE,WCHST,65,80,65,76,WCHST,74.6,66,64,WCHST,140.5,WCHST,-12.5,-115,-105,-110,-110,625,-950
30274,20260107,17:30,CREIG,NOVA,73,77,71,75,NOVA,62.1,76,72,NOVA,143.5,NOVA,-6.5,-112,-108,-105,-115,225,-278
30275,20260107,17:30,FAU,UAB,77,80,79,81,UAB,56.5,76,71,UAB,162.5,UAB,-4.5,-118,-102,-110,-110,150,-180
30276,20260107,18:00,TROY,ARST,74,82,77,78,ARST,58.7,74,86,ARST,159.5,ARST,-3.5,-115,-105,-110,-110,136,-162
30277,20260107,18:00,SIU,UIC,74,73,66,73,UIC,67.1,57,70,SIU,148.5,SIU,-2.5,-108,-112,-112,-108,124,-148
30278,20260107,18:00,MURR,EVAN,82,65,81,76,MURR,78.6,79,69,MURR,153.5,MURR,-8.5,-112,-108,-112,-108,320,-410
30279,20260107,18:00,USF,UNT,71,75,72,77,UNT,64.3,74,70,USF,145.5,USF,-4.5,-105,-115,-108,-112,164,-198
30280,20260107,18:00,CHAR,UTSA,76,68,76,66,CHAR,87.9,74,58,CHAR,141.5,CHAR,-4.5,-102,-118,-110,-110,180,-218
30281,20260107,18:00,ISU,BAY,83,77,78,73,ISU,75.2,70,60,ISU,155.5,ISU,-4.5,-115,-105,-105,-115,170,-205
30282,20260107,18:00,ILST,VALP,78,66,72,69,VALP,52.0,71,77,ILST,138.5,ILST,-7.5,-112,-108,-108,-112,250,-310
30283,20260107,18:30,WASH,PUR,69,86,66,79,PUR,95.9,73,81,PUR,151.5,PUR,-17.5,-105,-115,-108,-112,1100,-2100
30284,20260107,19:00,DAV,LOYIL,73,71,72,67,DAV,67.0,79,64,DAV,135.5,DAV,-1.5,-112,-108,-108,-112,100,-120
30285,20260107,19:00,SDAK,STMN,73,91,75,87,STMN,78.2,86,99,STMN,162.5,STMN,-14.5,-110,-110,-108,-112,800,-1350
30286,20260107,19:00,KSU,ARIZ,73,87,74,94,ARIZ,95.8,76,101,ARIZ,171.5,ARIZ,-17.5,-110,-110,-115,-105,1100,-2100
30287,20260107,19:00,CAL,UVA,70,82,67,76,UVA,85.1,60,84,UVA,148.5,UVA,-12.5,-108,-112,-105,-115,625,-950
30288,20260107,19:00,SMU,CLEM,75,83,69,76,CLEM,68.1,70,74,CLEM,147.5,CLEM,-4.5,-110,-110,-110,-110,170,-205
30289,20260107,19:00,ARK,MISS,77,79,81,76,ARK,60.1,94,87,ARK,151.5,ARK,-3.5,-108,-112,-115,-105,154,-185
30290,20260107,19:00,BAMA,VAN,86,92,85,86,VAN,64.6,90,96,VAN,180.5,VAN,-4.5,-118,-102,-110,-110,154,-185
30291,20260107,19:00,ASU,BYU,70,87,75,89,BYU,93.3,76,104,BYU,166.5,BYU,-16.5,-115,-105,-108,-112,950,-1650
30292,20260107,19:00,UTAH,COLO,77,83,76,80,COLO,63.4,73,85,COLO,164.5,COLO,-9.5,-112,-108,-112,-108,360,-470
30293,20260107,19:00,DRKE,BRAD,70,78,77,76,BRAD,50.4,66,93,BRAD,144.5,BRAD,-6.5,-108,-112,-110,-110,235,-290
30294,20260107,21:00,GCU,BSU,66,79,67,73,BSU,66.4,75,58,BSU,138.5,BSU,-8.5,-105,-115,-108,-112,320,-410
30295,20260108,10:30,HOF,TOWS,69,66,67,68,TOWS,56.6,78,67,TOWS,133.5,TOWS,-1.5,-105,-115,-112,-108,105,-125
30296,20260108,15:00,CHSU,FDU,66,76,62,72,FDU,92.7,63,70,FDU,145.5,FDU,-3.5,-118,-102,-110,-110,142,-172
30297,20260108,16:00,MNE,UMBC,65,76,64,69,UMBC,59.5,62,69,UMBC,133.5,UMBC,-6.5,-105,-115,-115,-105,280,-355
30298,20260108,16:00,UMLW,BRY,68,73,68,70,UMLW,50.4,77,63,BRY,144.5,BRY,-2.5,-112,-108,-105,-115,123,-148
30299,20260108,16:30,NW,MSU,68,78,65,78,MSU,88.3,66,76,MSU,142.5,MSU,-12.5,-105,-115,-115,-105,650,-1000
30300,20260108,17:00,BING,VRMT,63,82,61,74,VRMT,87.7,59,60,VRMT,142.5,VRMT,-18.5,-105,-115,-115,-105,1500,-3600
30301,20260108,17:00,UNCW,NEAS,75,72,77,73,UNCW,77.5,87,78,UNCW,148.5,UNCW,-4.5,-110,-110,-110,-110,170,-205
30302,20260108,17:00,ELON,NCAT,85,69,76,76,ELON,65.7,69,64,ELON,160.5,ELON,-5.5,-105,-115,-112,-108,-250,205
30303,20260108,17:00,HAMP,CAMP,69,72,70,74,CAMP,70.1,72,86,CAMP,145.5,CAMP,-8.5,-115,-105,-115,-105,285,-360
30304,20260108,17:00,WMRY,MONM,81,72,75,73,WMRY,53.1,70,81,WMRY,156.5,WMRY,-2.5,-105,-115,-115,-105,130,-155
30305,20260108,17:00,STON,DREXL,63,76,63,67,DREXL,66.0,37,56,DREXL,134.5,DREXL,-5.5,-120,100,-108,-112,180,-218
30306,20260108,17:00,APP,GAST,72,67,68,66,APP,59.8,52,50,APP,141.5,APP,-1.5,-105,-115,-112,-108,105,-125
30307,20260108,17:00,WEGA,UNFL,79,81,78,83,WEGA,65.6,85,73,WEGA,167.5,WEGA,-2.5,-105,-115,-108,-112,130,-155
30308,20260108,17:00,QNNC,JAC,79,76,75,72,QNNC,81.6,77,51,QNNC,154.5,QNNC,-5.5,-115,-105,-115,-105,188,-232
30309,20260108,17:00,NA,EKY,72,77,68,76,EKY,66.0,80,88,EKY,147.5,EKY,-6.5,-115,-105,-115,-105,220,-270
30310,20260108,17:00,LIPS,STET,85,66,79,74,LIPS,76.5,83,91,LIPS,150.5,LIPS,-11.5,-115,-105,-112,-108,525,-750
30311,20260108,17:00,UCA,BELL,75,81,79,75,UCA,55.8,78,84,UCA,155.5,UCA,-2.5,-102,-118,-112,-108,130,-155
30312,20260108,17:00,PEAY,FGCU,73,82,77,75,PEAY,59.7,82,71,FGCU,153.5,FGCU,-3.5,-115,-105,-112,-108,136,-162
30313,20260108,17:00,LIB,LT,74,67,78,66,LIB,75.0,72,56,LIB,134.5,LIB,-5.5,-110,-110,-110,-110,200,-245
30314,20260108,17:00,STNH,CCTST,63,76,65,68,CCTST,80.0,69,76,CCTST,134.5,CCTST,-9.5,-118,-102,-112,-108,330,-440
30315,20260108,17:00,MHRT,LIU,68,74,65,69,LIU,58.7,58,60,LIU,140.5,LIU,-8.5,-115,-105,-112,-108,330,-425
30316,20260108,17:00,ODU,CCAR,68,74,69,74,CCAR,53.7,70,66,CCAR,149.5,CCAR,-3.5,-110,-110,-105,-115,136,-162
30317,20260108,17:00,UNH,NJIT,64,70,69,70,NJIT,55.2,76,80,UNH,136.5,UNH,-1.5,-115,-105,-105,-115,-102,-118
30318,20260108,17:00,UNHV,LMC,62,73,65,67,UNHV,52.2,47,73,LMC,137.5,LMC,-5.5,-112,-108,-108,-112,180,-218
30319,20260108,17:00,SFU,WAG,66,77,71,70,SFU,67.6,71,69,WAG,144.5,WAG,-7.5,-118,-102,-115,-105,270,-340
30320,20260108,17:30,DEL,SHSU,75,79,64,76,SHSU,89.0,60,72,SHSU,143.5,SHSU,-11.5,-112,-108,-110,-110,525,-750
30321,20260108,17:30,UTM,MORE,71,69,71,69,UTM,60.5,76,68,UTM,137.5,UTM,-3.5,-118,-102,-110,-110,130,-155
30322,20260108,18:00,IDST,UNCO,75,83,75,80,UNCO,61.9,72,85,UNCO,154.5,UNCO,-3.5,-118,-102,-110,-110,154,-185
30323,20260108,18:00,DEN,SDKS,74,83,76,85,SDKS,78.8,79,87,SDKS,160.5,SDKS,-7.5,-115,-105,-112,-108,270,-340
30324,20260108,18:00,NDSU,MOKC,78,68,81,66,NDSU,97.1,97,73,NDSU,145.5,NDSU,-9.5,-112,-108,-105,-115,380,-500
30325,20260108,18:00,UND,NEOM,72,80,73,79,NEOM,77.7,79,90,UND,145.5,UND,-9.5,-112,-108,-105,115,380,-500
30326,20260108,18:00,TXST,USM,70,76,72,71,USM,56.8,70,80,USM,146.5,USM,-4.5,-110,-110,-105,-115,170,-205
30327,20260108,18:00,WEB,NAU,73,75,76,75,WEB,65.0,78,65,WEB,149.5,WEB,-2.5,-108,-112,-108,-112,130,-155
30328,20260108,18:00,SUU,UVSU,62,82,72,90,UVSU,95.4,72,89,UVSU,154.5,UVSU,-19.5,-108,-112,-110,-110,1400,-3200
30329,20260108,18:00,ACU,TAR,69,75,72,78,TAR,67.6,84,80,TAR,139.5,TAR,-4.5,-105,-115,-108,-112,185,-225
30330,20260108,18:30,TNST,WIU,75,68,79,67,TNST,88.2,90,68,TNST,147.5,TNST,-6.5,-112,-108,-108,-112,230,-285
30331,20260108,18:30,SEMO,SOIN,75,70,71,68,SEMO,65.0,84,76,SEMO,146.5,SEMO,-7.5,-115,-105,-110,-110,250,-310
30332,20260108,18:30,UALR,SIUE,65,72,67,70,SIUE,63.4,73,70,SIUE,133.5,SIUE,-2.5,-108,-112,-105,-115,130,-155
30333,20260108,18:30,TNTC,EIU,71,68,64,71,EIU,62.5,61,71,TNTC,140.5,TNTC,-1.5,-112,-108,-105,-115,-105,-115
30334,20260108,18:30,RUTG,ILL,64,86,63,81,ILL,95.5,55,81,ILL,145.5,ILL,-22.5,-115,-105,-115,-105,2000,-7143
30335,20260108,18:57,ULM,LA,66,74,64,75,LA,75.1,79,85,LA,139.5,LA,-7.5,-105,-115,-110,-110,281,-362
30336,20260108,19:00,UCD,CASB,71,81,77,79,CASB,54.6,93,86,CASB,148.5,CASB,-4.5,-115,-105,-112,-108,160,-192
30337,20260108,19:00,MONT,IDHO,75,81,76,74,MONT,58.7,79,73,IDHO,151.5,IDHO,-4.5,-118,-102,-110,-110,154,-185
30338,20260108,19:00,MTSU,UTEP,73,69,68,65,MTSU,56.8,80,83,MTSU,134.5,MTSU,-5.5,-108,-112,-155,-105,195,-238
30339,20260108,19:00,WKU,NMSU,69,80,70,72,NMSU,70.3,64,80,NMSU,155.5,NMSU,-3.5,-115,-105,-108,-112,136,-162
30340,20260108,19:00,MTST,EWU,80,73,77,74,MTST,50.8,68,64,MTST,154.5,MTST,-2.5,-118,-102,-110,-110,120,-142
30341,20260108,19:30,PEPP,USD,69,79,67,77,USD,65.3,63,83,USD,147.5,USD,-4.5,-110,-110,-105,-115,160,-192
30342,20260108,19:30,CARIV,CSUB,73,76,77,74,CARIV,56.5,66,67,CSUB,153.5,CSUB,-3.5,-110,-110,-112,-108,140,-166
30343,20260108,20:00,CP,CASTN,77,84,77,89,CASTN,69.8,90,95,CASTN,174.5,CASTN,-6.5,-105,-115,-112,-108,236,-290
30344,20260108,20:00,PAC,PORT,75,74,72,73,PORT,58.6,89,90,PAC,144.5,PAC,-2.5,-105,-115,-108,-112,136,-162
30345,20260108,20:00,STTL,ORST,72,73,69,71,ORST,54.9,55,68,STTL,138.5,STTL,-4.5,-110,-110,-115,-105,164,-198
30346,20260108,20:00,UTU,CABP,69,77,66,74,CABP,74.3,72,84,CABP,142.5,CABP,-9.5,-110,-110,-112,-108,370,-485
30347,20260108,20:00,CASTF,UCSD,66,89,77,84,UCSD,90.9,88,71,UCSD,167.5,UCSD,-13.5,-115,-105,-105,-115,650,-1000
30348,20260108,20:00,LBS,UCI,65,79,65,80,UCI,89.8,64,74,UCI,142.5,UCI,-10.5,-110,-110,-112,-108,470,-650
30349,20260108,20:30,OSU,ORE,78,77,74,67,OSU,55.3,72,62,ORE,152.5,ORE,-3.5,-118,-102,-112,-108,130,-155
30350,20260108,21:00,SF,LOYMR,71,73,76,69,SF,71.0,82,84,LOYMR,140.5,LOYMR,-1.5,-118,-102,-108,-112,-102,-118
30351,20260108,21:30,SC,GONZ,75,88,73,83,GONZ,70.3,77,89,GONZ,166.5,GONZ,-15.5,100,-120,-108,-112,850,-1450
30352,20260109,9:00,B&SO,YSU,,,,,,,61,99,,,,,,,,,,
30353,20260109,16:00,M-OH,TOL,85,78,86,78,M-OH,77.6,87,73,TOL,166.5,TOL,-1.5,-108,-112,-110,-110,-102,-118
30354,20260109,17:00,CLEV,OAKD,76,84,79,82,OAKD,85.2,74,97,OAKD,171.5,OAKD,-13.5,-102,-118,-112,-108,800,-1350
30355,20260109,17:00,WRIG,DET,80,72,82,77,WRIG,53.7,84,82,WRIG,147.5,WRIG,-5.5,-105,-115,-112,-108,200,-245
30356,20260109,17:00,IUI,UWGB,79,82,73,82,UWGB,62.3,59,75,UWGB,157.5,UWGB,-6.5,-105,-115,-110,-110,245,-305
30357,20260109,17:00,MACK,SIEN,65,71,70,66,MACK,55.4,63,59,SIEN,134.5,SIEN,-5.5,-115,-105,-108,-112,200,-245
30358,20260109,17:00,NIAG,IONA,67,78,61,71,IONA,83.3,53,71,IONA,140.5,IONA,-10.5,-122,102,-112,-108,425,-575
30359,20260109,17:00,MRST,SHU,74,68,73,71,MRST,62.7,76,72,MRST,142.5,MRST,-5.5,-108,-112,-112,-108,215,-265
30360,20260109,17:00,CANI,MANH,71,72,68,70,MANH,68.4,70,64,MANH,145.5,MANH,-7.5,-105,-115,-110,-110,270,-340
30361,20260109,17:00,STPE,MTSTM,70,68,67,67,MTSTM,56.7,65,70,STPE,138.5,STPE,-1.5,-102,-118,-112,-108,105,-125
30362,20260109,17:00,RDER,FAIR,63,78,68,75,FAIR,71.4,62,68,FAIR,142.5,FAIR,-8.5,-112,-108,-115,-105,310,-395
30363,20260109,18:00,AKR,BGSU,86,77,83,75,AKR,81.7,77,67,AKR,163.5,AKR,-4.5,-112,-108,-115,-105,164,-198
30364,20260109,18:00,NKU,UWM,80,69,77,76,NKU,53.1,85,67,UWM,157.5,UWM,-2.5,-110,-110,-108,-112,130,-155
30365,20260109,18:30,USC,MINN,72,76,70,71,MINN,51.5,70,69,MINN,145.5,MINN,-3.5,-108,-112,-115,-105,154,-185
30366,20260109,20:00,UNLV,CSU,70,83,68,72,CSU,80.3,62,70,CSU,148.5,CSU,-6.5,-105,-115,-115,-105,245,-305
30367,20260110,10:00,KU,WVU,68,72,71,63,KU,52.1,75,86,KU,136.5,KU,-3.5,-108,-112,-110,-110,145,-175
30368,20260110,10:00,VCU,GMU,74,73,74,72,GMU,54.1,80,86,VCU,147.5,VCU,-1.5,-115,-105,-108,-112,100,-120
30369,20260110,10:00,FOR,STBON,68,75,70,71,STBON,57.2,81,77,STBON,140.5,STBON,-9.5,-118,-102,-110,-110,370,-485
30370,20260110,10:00,GT,MIA,71,83,74,80,MIA,77.2,81,91,MIA,156.5,MIA,-9.5,-118,-102,-108,-112,650,-1000
30371,20260110,10:00,NCST,FSU,80,78,82,75,NCST,94.1,113,69,NCST,161.5,NCST,-4.5,-105,-115,-112,-108,180,-218
30372,20260110,10:00,NEB,IND,74,79,75,70,NEB,69.9,83,77,IND,149.5,IND,-4.5,-115,-105,-105,-115,160,-192
30373,20260110,10:00,TENN,FLA,72,79,68,80,FLA,75.9,67,91,FLA,150.5,FLA,-5.5,-115,-105,-112,-108,180,-218
30374,20260110,10:00,BC,LOU,65,84,59,79,LOU,88.7,62,75,LOU,149.5,LOU,-21.5,-105,-115,-105,-115,2000,-6500
30375,20260110,10:30,DPAUL,CONN,64,84,63,76,CONN,92.8,60,72,CONN,135.5,CONN,-19.5,-105,-115,-115,-105,1300,-3000
30376,20260110,11:00,CCTST,LMC,75,74,73,70,CCTST,71.1,69,59,LMC,145.5,LMC,-1.5,-108,-112,-110,-110,102,-122
30377,20260110,11:00,FDU,UNHV,65,66,66,68,UNHV,71.2,55,65,UNHV,130.5,UNHV,-2.5,-110,-110,-105,-115,114,-135
30378,20260110,11:00,UNH,UMBC,65,79,67,71,UMBC,68.4,74,75,UMBC,144.5,UMBC,-6.5,-108,-112,-115,-105,225,-278
30379,20260110,11:00,WCU,CIT,72,71,75,71,WCU,58.7,77,79,WCU,148.5,WCU,-6.5,-115,-105,-105,-115,210,-258
30380,20260110,11:00,TROY,LA,74,66,74,64,TROY,85.0,90,70,TROY,134.5,TROY,-10.5,-115,-105,-105,-115,400,-550
30381,20260110,11:00,APP,CCAR,68,67,68,67,APP,63.4,62,67,CCAR,133.5,CCAR,-1.5,-118,-102,-115,-105,-108,-112
30382,20260110,11:00,EMU,WMU,75,74,73,74,WMU,66.1,62,79,EMU,145.5,EMU,-1.5,-112,-108,-110,-110,-105,-115
30383,20260110,11:00,MHRT,WAG,67,69,67,65,MHRT,59.4,70,69,WAG,131.5,WAG,-3.5,-115,-105,-108,-112,130,-155
30384,20260110,11:00,WIS,MICH,74,86,72,84,MICH,77.3,91,88,MICH,167.5,MICH,-18.5,-108,-112,-110,-110,1200,-2400
30385,20260110,11:00,LSU,VAN,78,88,70,81,VAN,87.0,73,84,VAN,162.5,VAN,-15.5,-120,100,-108,-112,800,-1350
30386,20260110,11:00,ARMY,BU,71,79,71,75,BU,65.9,91,100,BU,140.5,BU,-7.5,-105,-115,-115,-105,250,-325
30387,20260110,11:00,HOU,BAY,76,72,79,64,HOU,87.3,77,55,HOU,142.5,HOU,-3.5,-112,-108,-112,-108,136,-162
30388,20260110,11:00,EVAN,INST,64,77,66,78,INST,63.5,72,69,INST,144.5,INST,-7.5,-115,-105,-112,-108,260,-325
30389,20260110,12:00,GASO,USA,74,78,71,75,USA,76.4,71,87,USA,150.5,USA,-3.5,-115,-105,-108,-112,130,-155
30390,20260110,12:00,QNNC,UNFL,87,80,83,80,QNNC,75.0,89,82,QNNC,174.5,QNNC,-9.5,-105,-115,-105,-115,350,-455
30391,20260110,12:00,NA,BELL,76,79,71,78,NA,53.8,82,73,BELL,147.5,BELL,-4.5,-108,-112,-108,-112,160,-192
30392,20260110,12:00,PEAY,STET,78,69,79,75,PEAY,66.0,81,69,PEAY,146.5,PEAY,-7.5,-105,-115,-112,-108,260,-325
30393,20260110,12:00,URI,DAV,69,78,66,65,DAV,62.4,70,45,DAV,136.5,DAV,-3.5,-105,-115,-110,-110,750,-1200
30394,20260110,12:00,PSU,PUR,71,88,67,86,PUR,97.9,85,93,PUR,152.5,PUR,-21.5,-110,-110,-110,-110,1700,-4500
30395,20260110,12:00,DART,COR,75,89,79,86,COR,60.3,102,91,COR,176.5,COR,-8.5,-115,-105,-110,-110,245,-305
30396,20260110,12:00,LEH,COLG,66,80,70,77,COLG,56.4,78,77,COLG,142.5,COLG,-10.5,-122,102,-105,-115,400,-535
30397,20260110,12:00,WINT,USCU,81,76,78,67,WINT,90.0,71,50,WINT,157.5,WINT,-5.5,-110,-110,-112,-108,180,-218
30398,20260110,12:00,HP,CHSO,89,73,82,75,HP,75.7,84,82,HP,164.5,HP,-8.5,-110,-110,-115,-105,270,-340
30399,20260110,12:00,SJU,CREIG,73,78,80,72,SJU,87.9,90,73,CREIG,156.5,CREIG,-1.5,-115,-105,-108,-112,-105,-115
30400,20260110,12:00,SYR,PITT,69,76,73,74,PITT,55.5,83,72,PITT,140.5,PITT,-1.5,-112,-108,-110,-110,100,-120
